detail_item_id,detail_item,sub_type_id,sub_type,major_type_id,major_type,row_count
DT0710,기타 정리정돈,SB122,맨홀,MJ013,부대토목,2
DT0711,근로자 교육,SB123,P.C BOX설치,MJ013,부대토목,1
DT0712,터파기,SB123,P.C BOX설치,MJ013,부대토목,1
DT0713,기초,SB123,P.C BOX설치,MJ013,부대토목,1
DT0714,설치,SB123,P.C BOX설치,MJ013,부대토목,1
DT0715,되메우기,SB123,P.C BOX설치,MJ013,부대토목,1
DT0716,작업구역 설정,SB124,차선 도색,MJ013,부대토목,1
DT0717,라인측량 및 공도구 점검,SB124,차선 도색,MJ013,부대토목,1
DT0718,페인트 융해,SB124,차선 도색,MJ013,부대토목,1
DT0719,라인마킹,SB124,차선 도색,MJ013,부대토목,4
DT0720,현장정리정돈,SB124,차선 도색,MJ013,부대토목,1
DT0721,작업 준비 및 자재 반입,SB125,경계석,MJ013,부대토목,4
DT0722,콘크리트 포설,SB125,경계석,MJ013,부대토목,2
DT0723,경계석 시공,SB125,경계석,MJ013,부대토목,7
DT0724,"자재, 장비 반입",SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,2
DT0725,드레인보드 설치 및 자갈포설,SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,1
DT0726,성토 및 다짐,SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,3
DT0727,수목 반입,SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,2
DT0728,수목 하역(크레인),SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,4
DT0729,수목 식재,SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,7
DT0730,수목 전지,SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,2
DT0731,지주목 설치,SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,2
DT0732,관수 설치,SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,2
DT0733,정리정돈,SB126,"조경토 부설, 수목 식재",MJ014,조경 및 시설물,1
DT0734,작업준비,SB127,산석,MJ014,조경 및 시설물,1
DT0735,산석반입,SB127,산석,MJ014,조경 및 시설물,1
DT0736,산석하차,SB127,산석,MJ014,조경 및 시설물,5
DT0737,기초타설,SB127,산석,MJ014,조경 및 시설물,2
DT0738,1단 산석 쌓기,SB127,산석,MJ014,조경 및 시설물,4
DT0739,배면 콘크리트 타설,SB127,산석,MJ014,조경 및 시설물,1
DT0740,2단 산석 쌓기,SB127,산석,MJ014,조경 및 시설물,3
DT0741,작업종료 및 정리정돈,SB127,산석,MJ014,조경 및 시설물,2
DT0742,자재반입,SB128,트렐리스,MJ014,조경 및 시설물,2
DT0743,앙카시공,SB128,트렐리스,MJ014,조경 및 시설물,3
DT0744,트랠리스 설치,SB128,트렐리스,MJ014,조경 및 시설물,3
DT0745,작업종료,SB128,트렐리스,MJ014,조경 및 시설물,1
DT0746,자재반입,SB129,놀이 시설물,MJ014,조경 및 시설물,2
DT0747,기초조립(기둥설치),SB129,놀이 시설물,MJ014,조경 및 시설물,3
DT0748,데크 설치,SB129,놀이 시설물,MJ014,조경 및 시설물,1
DT0749,스크린(난간) 설치,SB129,놀이 시설물,MJ014,조경 및 시설물,1
DT0750,지붕 설치,SB129,놀이 시설물,MJ014,조경 및 시설물,2
DT0751,작업종료,SB129,놀이 시설물,MJ014,조경 및 시설물,1
DT0752,작업준비,SB130,잔디 식재,MJ014,조경 및 시설물,3
DT0753,작업 중,SB130,잔디 식재,MJ014,조경 및 시설물,6
DT0754,작업 종료 및 정리정돈,SB130,잔디 식재,MJ014,조경 및 시설물,1
DT0755,자재하차 및 운반,SB131,보도블럭,MJ014,조경 및 시설물,6
DT0756,블럭포장,SB131,보도블럭,MJ014,조경 및 시설물,6
DT0757,작업종료 후 정리정돈,SB131,보도블럭,MJ014,조경 및 시설물,1
DT0758,공구/자재 준비,SB132,RACE WAY,MJ015,전기/통신,1
DT0759,위치 마킹 및 앙카,SB132,RACE WAY,MJ015,전기/통신,1
DT0760,RACE WAY 설치,SB132,RACE WAY,MJ015,전기/통신,2
DT0761,전등 기구 설치작업,SB132,RACE WAY,MJ015,전기/통신,1
DT0762,WIRE 결선,SB132,RACE WAY,MJ015,전기/통신,2
DT0763,RACE WAY COVER 설치,SB132,RACE WAY,MJ015,전기/통신,1
DT0764,자재 반입 및 운반/적재,SB133,케이블 트레이,MJ015,전기/통신,1
DT0765,HANGER 제작 및 가공,SB133,케이블 트레이,MJ015,전기/통신,2
DT0766,ANCHOR 천공 및 HANGER 설치,SB133,케이블 트레이,MJ015,전기/통신,1
DT0767,CABLE TRAY 설치,SB133,케이블 트레이,MJ015,전기/통신,2
DT0768,작업종료,SB133,케이블 트레이,MJ015,전기/통신,2
DT0769,자재 입고 및 적재,SB134,BUS DUCT,MJ015,전기/통신,1
DT0770,BUS DUCT 이동,SB134,BUS DUCT,MJ015,전기/통신,1
DT0771,ANCHOR 천공 및 HANGER 설치,SB134,BUS DUCT,MJ015,전기/통신,1
DT0772,BUS DUCT 조립,SB134,BUS DUCT,MJ015,전기/통신,1
DT0773,BUS DUCT 양중,SB134,BUS DUCT,MJ015,전기/통신,1
DT0774,BUS DUCT 설치,SB134,BUS DUCT,MJ015,전기/통신,1
DT0775,자재 입고,SB135,전등 설비,MJ015,전기/통신,1
DT0776,자재 양중,SB135,전등 설비,MJ015,전기/통신,1
DT0777,슬라브 및 벽체 BOX 취부,SB135,전등 설비,MJ015,전기/통신,2
DT0778,슬라브 및 벽체 매입 배관,SB135,전등 설비,MJ015,전기/통신,4
DT0779,자재 입고,SB136,피뢰침,MJ015,전기/통신,1
DT0780,자재 양중,SB136,피뢰침,MJ015,전기/통신,1
DT0781,슬라브 및 벽체 BOX 취부,SB136,피뢰침,MJ015,전기/통신,1
DT0782,슬라브 및 벽체 매입 배관,SB136,피뢰침,MJ015,전기/통신,3
DT0783,자재 입고 및 운반,SB137,외등 설치,MJ015,전기/통신,1
DT0784,터파기,SB137,외등 설치,MJ015,전기/통신,1
DT0785,가로등 기초 설치,SB137,외등 설치,MJ015,전기/통신,1
DT0786,배관 및 입선,SB137,외등 설치,MJ015,전기/통신,1
DT0787,가로등 설치 및 단말결선,SB137,외등 설치,MJ015,전기/통신,1
DT0788,작업준비,SB138,케이블 철거,MJ015,전기/통신,1
DT0789,CABLE 철거 루트 확인 및 스티커 부착,SB138,케이블 철거,MJ015,전기/통신,1
DT0790,케이블 절단 및 철거,SB138,케이블 철거,MJ015,전기/통신,4
DT0791,케이블 반출,SB138,케이블 철거,MJ015,전기/통신,1
DT0792,작업장 정리정돈,SB138,케이블 철거,MJ015,전기/통신,1
DT0793,행거 및 PIPE 설치,SB139,자동화재탐지 설비,MJ015,전기/통신,2
DT0794,배관작업,SB139,자동화재탐지 설비,MJ015,전기/통신,2
DT0795,배선 작업,SB139,자동화재탐지 설비,MJ015,전기/통신,1
DT0796,"소화전, 중계기함 결선작업",SB139,자동화재탐지 설비,MJ015,전기/통신,1
DT0797,감지기 설치,SB139,자동화재탐지 설비,MJ015,전기/통신,1
DT0798,행거 및 PIPE 설치,SB140,유도등 설비,MJ015,전기/통신,2
DT0799,배관작업,SB140,유도등 설비,MJ015,전기/통신,3
DT0800,배선 및 유도등 결선작업,SB140,유도등 설비,MJ015,전기/통신,1
DT0801,피난구 및 유도등 취부,SB140,유도등 설비,MJ015,전기/통신,1
DT0802,정리정돈,SB140,유도등 설비,MJ015,전기/통신,1
DT0803,작업전 TBM,SB141,무선통신설비,MJ015,전기/통신,1
DT0804,케이블 포설,SB141,무선통신설비,MJ015,전기/통신,3
DT0805,접속단자 분배기설치,SB141,무선통신설비,MJ015,전기/통신,1
DT0806,증폭기 설치 및 결선,SB141,무선통신설비,MJ015,전기/통신,1
DT0807,정리정돈,SB141,무선통신설비,MJ015,전기/통신,1
DT0808,자재 반입 및 트레이 배선,SB142,CCTV 설비 공사,MJ015,전기/통신,1
DT0809,배관입선 및 카메라폴 설치,SB142,CCTV 설비 공사,MJ015,전기/통신,2
DT0810,카메라 설치,SB142,CCTV 설비 공사,MJ015,전기/통신,1
DT0811,카메라 테스트,SB142,CCTV 설비 공사,MJ015,전기/통신,1
DT0812,정리정돈,SB142,CCTV 설비 공사,MJ015,전기/통신,1
DT0813,자재 반입,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0814,HOOK 설치 상태 확인,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0815,자재양중,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0816,형판 설치,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0817,기계실 형판 작업,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0818,셋팅후 피아노선 구멍뚫기 및 피아노선 내리기,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0819,하부 형판 작업,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0820,기계실 작업_MOTOR 양중,SB143,엘리베이터 공사,MJ015,전기/통신,2
DT0821,기계대/권상기 설치,SB143,엘리베이터 공사,MJ015,전기/통신,2
DT0822,CP 설치 및 기계실 덕트설치,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0823,"기초 레일, 체대, 버퍼대 설치",SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0824,하부 프레임 조립,SB143,엘리베이터 공사,MJ015,전기/통신,3
DT0825,카프레임 조립,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0826,천정 설치,SB143,엘리베이터 공사,MJ015,전기/통신,2
DT0827,ROPE 및 RAIL 설치,SB143,엘리베이터 공사,MJ015,전기/통신,5
DT0828,RAIL 설치 작업,SB143,엘리베이터 공사,MJ015,전기/통신,3
DT0829,"출입구 및 판넬, 승강 SILL 설치",SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0830,JAMB 설치,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0831,출입구 행거 설치,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0832,카 판넬 작업,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0833,시운전 작업,SB143,엘리베이터 공사,MJ015,전기/통신,1
DT0834,내부 마무리 작업,SB143,엘리베이터 공사,MJ015,전기/통신,3
DT0835,자재반입 및 작업 준비 자재 반입,SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0836,Base Plate 설치,SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0837,트러스 반입/양중,SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0838,트러스 심출/고정,SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0839,"레일,스텝체인 연결/ 배결선",SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0840,"Glass Holder 심출  기구대, Newel 심출/조립",SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0841,Out Deck 조립,SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0842,Glass 조립/심출,SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0843,"스커드 가드 조립  Inner Deck, 핸드레일 조립",SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0844,시운전 조정,SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0845,인테리어 판넬 설치,SB144,에스컬레이터 공사,MJ015,전기/통신,3
DT0846,청소 및 보양,SB144,에스컬레이터 공사,MJ015,전기/통신,1
DT0847,조명 설치,SB145,세대 조명,MJ015,전기/통신,5
DT0848,자재 반입,SB145,세대 조명,MJ015,전기/통신,1
DT0849,자재 반입 및 준비,SB146,태양광,MJ015,전기/통신,1
DT0850,구조물 설치,SB146,태양광,MJ015,전기/통신,1
DT0851,판넬 설치,SB146,태양광,MJ015,전기/통신,2
DT0852,모듈 설치,SB146,태양광,MJ015,전기/통신,5
DT0853,인버터 설치,SB146,태양광,MJ015,전기/통신,2
DT0854,작업준비 및 자재반입,SB147,입선배선,MJ015,전기/통신,11
DT0855,배선 작업,SB147,입선배선,MJ015,전기/통신,15
DT0856,정리정돈 작업,SB147,입선배선,MJ015,전기/통신,2
DT0857,자재반입 및 자재운반,SB148,접지,MJ015,전기/통신,6
DT0858,접지선 포설,SB148,접지,MJ015,전기/통신,6
DT0859,자재반입 및 자재운반,SB149,벽체슬라브 배관,MJ015,전기/통신,10
DT0860,박스 설치 작업,SB149,벽체슬라브 배관,MJ015,전기/통신,6
DT0861,벽체 배관 작업,SB149,벽체슬라브 배관,MJ015,전기/통신,5
DT0862,바닥 슬라브 배관 작업,SB149,벽체슬라브 배관,MJ015,전기/통신,5
DT0863,작업준비,SB150,"공조기, 외조기",MJ016,소방/기계설비,1
DT0864,T.B.M 및 현장 투입,SB150,"공조기, 외조기",MJ016,소방/기계설비,2
DT0865,공조기 입고,SB150,"공조기, 외조기",MJ016,소방/기계설비,2
DT0866,공조기 양중,SB150,"공조기, 외조기",MJ016,소방/기계설비,2
DT0867,공조기 반입,SB150,"공조기, 외조기",MJ016,소방/기계설비,1
DT0868,공조패드 위 안착,SB150,"공조기, 외조기",MJ016,소방/기계설비,3
DT0869,보양 및 정리정돈,SB150,"공조기, 외조기",MJ016,소방/기계설비,1
DT0870,가대 제작,SB151,지하실 천정 배관,MJ016,소방/기계설비,4
DT0871,배관 절단,SB151,지하실 천정 배관,MJ016,소방/기계설비,2
DT0872,가대 용접,SB151,지하실 천정 배관,MJ016,소방/기계설비,3
DT0873,가대 설치/수평확인,SB151,지하실 천정 배관,MJ016,소방/기계설비,1
DT0874,배관 인양,SB151,지하실 천정 배관,MJ016,소방/기계설비,1
DT0875,배관용접 및 고정,SB151,지하실 천정 배관,MJ016,소방/기계설비,2
DT0876,자재반입 / 작업준비,SB152,횡주관,MJ016,소방/기계설비,3
DT0877,가대 / 배관 제작,SB152,횡주관,MJ016,소방/기계설비,4
DT0878,가대 설치,SB152,횡주관,MJ016,소방/기계설비,3
DT0879,배관 설치,SB152,횡주관,MJ016,소방/기계설비,4
DT0880,배관용접 및 고정,SB152,횡주관,MJ016,소방/기계설비,6
DT0881,정리정돈,SB152,횡주관,MJ016,소방/기계설비,1
DT0882,자재반입/자재준비,SB153,기계실 공조 배관,MJ016,소방/기계설비,2
DT0883,전산볼트 절단작업,SB153,기계실 공조 배관,MJ016,소방/기계설비,1
DT0884,행거 작업,SB153,기계실 공조 배관,MJ016,소방/기계설비,1
DT0885,파이프 재단작업,SB153,기계실 공조 배관,MJ016,소방/기계설비,2
DT0886,홈가공작업,SB153,기계실 공조 배관,MJ016,소방/기계설비,1
DT0887,배관 양중/설치 작업,SB153,기계실 공조 배관,MJ016,소방/기계설비,5
DT0888,배관 용접 및 고정,SB153,기계실 공조 배관,MJ016,소방/기계설비,5
DT0889,배관 보온작업,SB153,기계실 공조 배관,MJ016,소방/기계설비,3
DT0890,정리정돈 및 작업 종료,SB153,기계실 공조 배관,MJ016,소방/기계설비,2
DT0891,작업준비,SB154,환기덕트,MJ016,소방/기계설비,3
DT0892,작업준비 및 자재운반,SB154,환기덕트,MJ016,소방/기계설비,5
DT0893,DUCT 조립 작업,SB154,환기덕트,MJ016,소방/기계설비,4
DT0894,DUCT 설치 작업,SB154,환기덕트,MJ016,소방/기계설비,7
DT0895,DUCT 보온 작업,SB154,환기덕트,MJ016,소방/기계설비,2
DT0896,정리정돈,SB154,환기덕트,MJ016,소방/기계설비,2
DT0897,작업주변 위험 요소 확인,SB155,소화장비,MJ016,소방/기계설비,2
DT0898,CO2 배관 SPOOL 제작,SB155,소화장비,MJ016,소방/기계설비,6
DT0899,CO2 배관 설치작업,SB155,소화장비,MJ016,소방/기계설비,4
DT0900,CO2 실린더 설치작업,SB155,소화장비,MJ016,소방/기계설비,1
DT0901,밸브 설치,SB155,소화장비,MJ016,소방/기계설비,1
DT0902,동작 시험,SB155,소화장비,MJ016,소방/기계설비,1
DT0903,자재반입 및 운반,SB156,옥내 소화전 배관공사,MJ016,소방/기계설비,1
DT0904,가대 설치 작업,SB156,옥내 소화전 배관공사,MJ016,소방/기계설비,6
DT0905,배관 설치 작업,SB156,옥내 소화전 배관공사,MJ016,소방/기계설비,4
DT0906,소화전 설치,SB156,옥내 소화전 배관공사,MJ016,소방/기계설비,2
DT0907,기압 및 수압 TEST,SB156,옥내 소화전 배관공사,MJ016,소방/기계설비,1
DT0908,TURN-ON,SB156,옥내 소화전 배관공사,MJ016,소방/기계설비,1
DT0909,소방기구 설치,SB156,옥내 소화전 배관공사,MJ016,소방/기계설비,1
DT0910,작업준비 및 현장확인,SB157,소화배관 공사,MJ016,소방/기계설비,4
DT0911,가대제작 및 반입,SB157,소화배관 공사,MJ016,소방/기계설비,2
DT0912,실측 및 타공,SB157,소화배관 공사,MJ016,소방/기계설비,2
DT0913,가대 설치,SB157,소화배관 공사,MJ016,소방/기계설비,3
DT0914,배관자재 운반,SB157,소화배관 공사,MJ016,소방/기계설비,2
DT0915,배관설치 작업,SB157,소화배관 공사,MJ016,소방/기계설비,4
DT0916,배관용접 작업,SB157,소화배관 공사,MJ016,소방/기계설비,5
DT0917,정리정돈,SB157,소화배관 공사,MJ016,소방/기계설비,2
DT0918,현장확인,SB158,옥외소화설비공사,MJ016,소방/기계설비,2
DT0919,교육 및 장비 점검 실시,SB158,옥외소화설비공사,MJ016,소방/기계설비,1
DT0920,자재 운반,SB158,옥외소화설비공사,MJ016,소방/기계설비,1
DT0921,터파기 작업,SB158,옥외소화설비공사,MJ016,소방/기계설비,4
DT0922,PE배관 설치,SB158,옥외소화설비공사,MJ016,소방/기계설비,3
DT0923,PE 배관 융착 및 설치,SB158,옥외소화설비공사,MJ016,소방/기계설비,4
DT0924,되메우기 작업,SB158,옥외소화설비공사,MJ016,소방/기계설비,1
DT0925,정리정돈,SB158,옥외소화설비공사,MJ016,소방/기계설비,1
DT0926,작업준비 및 공도구 점검,SB159,가스 배관,MJ016,소방/기계설비,2
DT0927,배관 가공작업,SB159,가스 배관,MJ016,소방/기계설비,3
DT0928,세대내부 배관설치,SB159,가스 배관,MJ016,소방/기계설비,1
DT0929,외부 입상배관 설치,SB159,가스 배관,MJ016,소방/기계설비,2
DT0930,자재반입,SB160,옥외 가스 배관,MJ016,소방/기계설비,1
DT0931,지상용접 제작,SB160,옥외 가스 배관,MJ016,소방/기계설비,3
DT0932,배관양중,SB160,옥외 가스 배관,MJ016,소방/기계설비,2
DT0933,배관 용접,SB160,옥외 가스 배관,MJ016,소방/기계설비,2
DT0934,비파괴 시험,SB160,옥외 가스 배관,MJ016,소방/기계설비,2
DT0935,배관코팅,SB160,옥외 가스 배관,MJ016,소방/기계설비,1
DT0936,보호철판 설치,SB160,옥외 가스 배관,MJ016,소방/기계설비,2
DT0937,기밀시험,SB160,옥외 가스 배관,MJ016,소방/기계설비,1
DT0938,배관작업 완료,SB160,옥외 가스 배관,MJ016,소방/기계설비,1
DT0939,자재준비 / 운반,SB161,입상 배관,MJ016,소방/기계설비,3
DT0940,배관제작,SB161,입상 배관,MJ016,소방/기계설비,3
DT0941,배관용접,SB161,입상 배관,MJ016,소방/기계설비,4
DT0942,보온작업,SB161,입상 배관,MJ016,소방/기계설비,2
DT0943,작업종료,SB161,입상 배관,MJ016,소방/기계설비,2
DT0944,작업준비,SB162,정화조,MJ016,소방/기계설비,3
DT0945,개구부 난간 설치,SB162,정화조,MJ016,소방/기계설비,1
DT0946,방수작업,SB162,정화조,MJ016,소방/기계설비,4
DT0947,장비/자재반입,SB162,정화조,MJ016,소방/기계설비,4
DT0948,배관용접,SB162,정화조,MJ016,소방/기계설비,7
DT0949,판넬설치(종료),SB162,정화조,MJ016,소방/기계설비,1
DT0950,자재반입 및 운반,SB163,자동제어,MJ016,소방/기계설비,4
DT0951,전선관 배관,SB163,자동제어,MJ016,소방/기계설비,2
DT0952,배관상부 고정,SB163,자동제어,MJ016,소방/기계설비,2
DT0953,케이블 포설,SB163,자동제어,MJ016,소방/기계설비,2
DT0954,결선작업,SB163,자동제어,MJ016,소방/기계설비,2
DT0955,정리정돈,SB163,자동제어,MJ016,소방/기계설비,1
DT0956,작업준비,SB164,난방코일,MJ016,소방/기계설비,3
DT0957,난방코일 설치,SB164,난방코일,MJ016,소방/기계설비,9
DT0958,작업 마무리,SB164,난방코일,MJ016,소방/기계설비,1
DT0959,작업준비 및 자재반입,SB165,시스템에어컨,MJ016,소방/기계설비,7
DT0960,배관 및 장비 설치,SB165,시스템에어컨,MJ016,소방/기계설비,4
DT0961,냉매배관 용접작업,SB165,시스템에어컨,MJ016,소방/기계설비,1
DT0962,정리정돈 작업,SB165,시스템에어컨,MJ016,소방/기계설비,4
DT0963,벌목 및 표토제거 작업,SB166,가설도로,MJ017,토목 전문공사,5
DT0964,절토작업,SB166,가설도로,MJ017,토목 전문공사,8
DT0965,횡배수관 설치작업,SB166,가설도로,MJ017,토목 전문공사,11
DT0966,성토작업,SB166,가설도로,MJ017,토목 전문공사,13
DT0967,다짐작업,SB166,가설도로,MJ017,토목 전문공사,8
DT0968,타설점 표시,SB167,PBD,MJ017,토목 전문공사,1
DT0969,항타작업,SB167,PBD,MJ017,토목 전문공사,1
DT0970,앙카 플레이트 고정,SB167,PBD,MJ017,토목 전문공사,1
DT0971,타설(천공),SB167,PBD,MJ017,토목 전문공사,1
DT0972,연직배수재 절단,SB167,PBD,MJ017,토목 전문공사,1
DT0973,장비 반입 및 자재반입,SB168,그라우팅,MJ017,토목 전문공사,4
DT0974,믹싱플랜트 설치,SB168,그라우팅,MJ017,토목 전문공사,3
DT0975,천공 72mm,SB168,그라우팅,MJ017,토목 전문공사,4
DT0976,호스삽입 및 절단,SB168,그라우팅,MJ017,토목 전문공사,1
DT0977,그라우팅액 주입,SB168,그라우팅,MJ017,토목 전문공사,4
DT0978,장비 반입 및 자재하역,SB169,압입,MJ017,토목 전문공사,2
DT0979,굴착 및 흙막이 설치(압입구/도달구),SB169,압입,MJ017,토목 전문공사,3
DT0980,안전난간대 및 계단 설치,SB169,압입,MJ017,토목 전문공사,2
DT0981,"추진관 하역, 반력벽 설치압입추진",SB169,압입,MJ017,토목 전문공사,4
DT0982,추진관 내부 굴착,SB169,압입,MJ017,토목 전문공사,3
DT0983,주배관 설치 및 용접,SB169,압입,MJ017,토목 전문공사,3
DT0984,몰탈 그라우팅,SB169,압입,MJ017,토목 전문공사,1
DT0985,되메우기 및 흙막이 해체,SB169,압입,MJ017,토목 전문공사,1
DT0986,자재반입,SB170,보강토옹벽,MJ017,토목 전문공사,3
DT0987,기초 터파기,SB170,보강토옹벽,MJ017,토목 전문공사,4
DT0988,기초 첫 단 블록 쌓기,SB170,보강토옹벽,MJ017,토목 전문공사,3
DT0989,블록 속 채움,SB170,보강토옹벽,MJ017,토목 전문공사,3
DT0990,윗단 블록 설치,SB170,보강토옹벽,MJ017,토목 전문공사,4
DT0991,지오그리드 설치,SB170,보강토옹벽,MJ017,토목 전문공사,3
DT0992,보강토 부설 및 다짐,SB170,보강토옹벽,MJ017,토목 전문공사,3
DT0993,보강토 CAP 설치(작업종료),SB170,보강토옹벽,MJ017,토목 전문공사,3
DT0994,"자재하역,운반",SB171,판넬옹벽,MJ017,토목 전문공사,3
DT0995,"장비반입,셋팅",SB171,판넬옹벽,MJ017,토목 전문공사,3
DT0996,천공 및 H빔 근입,SB171,판넬옹벽,MJ017,토목 전문공사,3
DT0997,옹벽 판넬 작업,SB171,판넬옹벽,MJ017,토목 전문공사,1
DT0998,장비반출,SB171,판넬옹벽,MJ017,토목 전문공사,1
DT0999,기초공사,SB171,판넬옹벽,MJ017,토목 전문공사,1
DT1000,되메우기,SB171,판넬옹벽,MJ017,토목 전문공사,2
DT1001,터파기 및 버림 Con'c 타설,SB172,교각,MJ017,토목 전문공사,3
DT1002,기초 철근배근,SB172,교각,MJ017,토목 전문공사,2
DT1003,기초 거푸집설치 및 콘크리트 타설,SB172,교각,MJ017,토목 전문공사,1
DT1004,교각철근 배근,SB172,교각,MJ017,토목 전문공사,2
DT1005,교각 거푸집 설치,SB172,교각,MJ017,토목 전문공사,3
DT1006,교각 콘크리트 타설,SB172,교각,MJ017,토목 전문공사,3
DT1007,Coping 거푸집 설치 및 철근배근,SB172,교각,MJ017,토목 전문공사,2
DT1008,Coping 콘크리트 타설 및 양생,SB172,교각,MJ017,토목 전문공사,5
DT1009,터파기,SB173,교대,MJ017,토목 전문공사,2
DT1010,철근배근,SB173,교대,MJ017,토목 전문공사,3
DT1011,거푸집 조립,SB173,교대,MJ017,토목 전문공사,2
DT1012,콘크리트 타설,SB173,교대,MJ017,토목 전문공사,3
DT1013,강재거푸집 반입/하역,SB174,우물통,MJ017,토목 전문공사,2
DT1014,강재거푸집 조립,SB174,우물통,MJ017,토목 전문공사,2
DT1015,강재거푸집 인양설치,SB174,우물통,MJ017,토목 전문공사,3
DT1016,강재거푸집 해체,SB174,우물통,MJ017,토목 전문공사,4
DT1017,기초 앙카패드 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,3
DT1018,벽체 앙카패드 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,3
DT1019,기초 SILL BEAM 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,2
DT1020,사이드 트랙 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1021,도깅 디바이스 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,2
DT1022,수문 거치,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1023,외부 비계 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,3
DT1024,용접 및 도장,SB175,수문제작 및 설치,MJ017,토목 전문공사,3
DT1025,경구조물 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,2
DT1026,유압배관 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,2
DT1027,아노드 부착,SB175,수문제작 및 설치,MJ017,토목 전문공사,2
DT1028,핸드레일 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,2
DT1029,실린더 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1030,외부 비계 해체,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1031,수문 하부 라바 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1032,사이드 라바 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1033,실린더 키 플레이트 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1034,센서 설치,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1035,작업장 충수,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1036,수문 누수 검사,SB175,수문제작 및 설치,MJ017,토목 전문공사,1
DT1037,강연선 운반,SB176,강연선 조립설치,MJ017,토목 전문공사,2
DT1038,강연선 재단,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1039,Homming준비 / Homming,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1040,양중준비,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1041,강연선 양중,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1042,정착구 설치,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1043,지지철근 용접/설치,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1044,강연선 설치,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1045,Wedge 설치,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1046,그리스 제거,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1047,강연선 인장,SB176,강연선 조립설치,MJ017,토목 전문공사,2
DT1048,강연선 절단,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1049,캡설치,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1050,무수축작업,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1051,미장,SB176,강연선 조립설치,MJ017,토목 전문공사,1
DT1052,MAIN GIRDER 운반 및 하차,SB177,MSS 조립,MJ017,토목 전문공사,3
